"plasticidade";"replications";"speciation";"extinction";"diversif";"traitevolution";"timesimulation"
0,4;1;1,37;0,23;1,14;0,01;201
0;0;0;0;0;0;0
0,4;1;1,39;0,25;1,14;0,01;199
0;0;0;0;0;0;0
0,4;1;1,8;0,25;1,55;0,01;197
0;0;0;0;0;0;0
0,4;1;1,86;0,26;1,6;0,01;195
0;0;0;0;0;0;0
0,4;1;2,13;0,26;1,87;0,01;193
0;0;0;0;0;0;0
0,4;1;2,09;0,25;1,84;0,01;191
0;0;0;0;0;0;0
0,4;1;2,09;0,25;1,84;0,01;189
0;0;0;0;0;0;0
0,4;1;2,09;0,25;1,84;0,01;187
0;0;0;0;0;0;0
0,4;1;2,25;0,26;1,99;0,01;185
0;0;0;0;0;0;0
0,4;1;2,37;0,26;2,11;0,01;183
0;0;0;0;0;0;0
0,4;1;2,56;0,28;2,28;0,01;181
0;0;0;0;0;0;0
0,4;1;2,58;0,31;2,27;0,01;179
0;0;0;0;0;0;0
0,4;1;2,73;0,31;2,42;0,01;177
0;0;0;0;0;0;0
0,4;1;2,81;0,32;2,49;0,01;175
0;0;0;0;0;0;0
0,4;1;2,78;0,31;2,47;0;173
0;0;0;0;0;0;0
0,4;1;2,78;0,32;2,46;0;171
0;0;0;0;0;0;0
0,4;1;2,85;0,31;2,54;0;169
0;0;0;0;0;0;0
0,4;1;2,97;0,34;2,63;0;167
0;0;0;0;0;0;0
0,4;1;3,32;0,35;2,97;0;165
0;0;0;0;0;0;0
0,4;1;3,41;0,38;3,03;0;163
0;0;0;0;0;0;0
0,4;1;3,48;0,42;3,06;0;161
0;0;0;0;0;0;0
0,4;1;3,58;0,48;3,1;0;159
0;0;0;0;0;0;0
0,4;1;3,73;0,51;3,22;0;157
0;0;0;0;0;0;0
0,4;1;3,95;0,54;3,41;0;155
0;0;0;0;0;0;0
0,4;1;4,3;0,57;3,73;0;153
0;0;0;0;0;0;0
0,4;1;5,09;1,03;4,06;0;151
0;0;0;0;0;0;0
0,4;1;5,53;1,12;4,41;0;149
0;0;0;0;0;0;0
0,4;1;6,06;1,19;4,87;0;147
0;0;0;0;0;0;0
0,4;1;6,92;1,24;5,68;0;145
0;0;0;0;0;0;0
0,4;1;8,41;1,27;7,14;0;143
0;0;0;0;0;0;0
0,4;1;10,27;1,34;8,93;0;141
0;0;0;0;0;0;0
0,4;1;12,35;1,51;10,84;0;139
0;0;0;0;0;0;0
0,4;1;14,35;1,75;12,6;0;137
0;0;0;0;0;0;0
0,4;1;16,58;2,04;14,54;0;135
0;0;0;0;0;0;0
0,4;1;19,27;2,5;16,77;0;133
0;0;0;0;0;0;0
0,4;1;21,72;3,14;18,58;0;131
0;0;0;0;0;0;0
0,4;1;24,22;4,16;20,06;0;129
0;0;0;0;0;0;0
0,4;1;26,1;5,09;21,01;0;127
0;0;0;0;0;0;0
0,4;1;28,07;6,05;22,02;0;125
0;0;0;0;0;0;0
0,4;1;30,17;7,07;23,1;0;123
0;0;0;0;0;0;0
0,4;1;32,91;7,77;25,14;0;121
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0,5;1;0,5;0;0,5;0,33;299
0;0;0;0;0;0;0
0,5;1;0,25;0;0,25;0,16;297
0;0;0;0;0;0;0
0,5;1;0,17;0;0,17;0,11;295
0;0;0;0;0;0;0
0,5;1;1;0;1;0,08;293
0;0;0;0;0;0;0
0,5;1;0,9;0;0,9;0,06;291
0;0;0;0;0;0;0
0,5;1;0,75;0;0,75;0,05;289
0;0;0;0;0;0;0
0,5;1;0,64;0,07;0,57;0,05;287
0;0;0;0;0;0;0
0,5;1;0,56;0,06;0,5;0,04;285
0;0;0;0;0;0;0
0,5;1;0,56;0,06;0,5;0,04;283
0;0;0;0;0;0;0
0,5;1;0,6;0,1;0,5;0,03;281
0;0;0;0;0;0;0
0,5;1;0,59;0,09;0,5;0,03;279
0;0;0;0;0;0;0
0,5;1;0,54;0,08;0,46;0,03;277
0;0;0;0;0;0;0
0,5;1;0,5;0,08;0,42;0,02;275
0;0;0;0;0;0;0
0,5;1;0,5;0,07;0,43;0,02;273
0;0;0;0;0;0;0
0,5;1;0,5;0,07;0,43;0,02;271
0;0;0;0;0;0;0
0,5;1;0,53;0,06;0,47;0,02;269
0;0;0;0;0;0;0
0,5;1;0,59;0,06;0,53;0,02;267
0;0;0;0;0;0;0
0,5;1;0,64;0,06;0,58;0,02;265
0;0;0;0;0;0;0
0,5;1;0,63;0,05;0,58;0,02;263
0;0;0;0;0;0;0
0,5;1;0,62;0,05;0,57;0,02;261
0;0;0;0;0;0;0
0,5;1;0,6;0,05;0,55;0,02;259
0;0;0;0;0;0;0
0,5;1;0,59;0,05;0,54;0,01;257
0;0;0;0;0;0;0
0,5;1;0,59;0,04;0,55;0,01;255
0;0;0;0;0;0;0
0,5;1;0,62;0,15;0,47;0,01;253
0;0;0;0;0;0;0
0,5;1;0,6;0,14;0,46;0,01;251
0;0;0;0;0;0;0
0,5;1;0,62;0,13;0,49;0,01;249
0;0;0;0;0;0;0
0,5;1;0,98;0,13;0,85;0,01;247
0;0;0;0;0;0;0
0,5;1;1;0,12;0,88;0,01;245
0;0;0;0;0;0;0
0,5;1;1,03;0,12;0,91;0,01;243
0;0;0;0;0;0;0
0,5;1;1,02;0,12;0,9;0,01;241
0;0;0;0;0;0;0
0,5;1;1,02;0,11;0,91;0,01;239
0;0;0;0;0;0;0
0,5;1;0,98;0,11;0,87;0,01;237
0;0;0;0;0;0;0
0,5;1;1,05;0,14;0,91;0,01;235
0;0;0;0;0;0;0
0,5;1;1,12;0,13;0,99;0,01;233
0;0;0;0;0;0;0
0,5;1;1,17;0,14;1,03;0,01;231
0;0;0;0;0;0;0
0,5;1;1,14;0,15;0,99;0,01;229
0;0;0;0;0;0;0
0,5;1;1,22;0,15;1,07;0,01;227
0;0;0;0;0;0;0
0,5;1;1,18;0,14;1,04;0,01;225
0;0;0;0;0;0;0
0,5;1;1,15;0,15;1;0,01;223
0;0;0;0;0;0;0
0,5;1;1,14;0,15;0,99;0,01;221
0;0;0;0;0;0;0
0,5;1;1,12;0,15;0,97;0,01;219
0;0;0;0;0;0;0
0,5;1;1,3;0,14;1,16;0,01;217
0;0;0;0;0;0;0
0,5;1;1,4;0,14;1,26;0,01;215
0;0;0;0;0;0;0
0,5;1;1,38;0,14;1,24;0,01;213
0;0;0;0;0;0;0
0,5;1;1,39;0,13;1,26;0,01;211
0;0;0;0;0;0;0
0,5;1;1,42;0,13;1,29;0,01;209
0;0;0;0;0;0;0
0,5;1;1,43;0,13;1,3;0,01;207
0;0;0;0;0;0;0
0,5;1;1,41;0,14;1,27;0,01;205
0;0;0;0;0;0;0
0,5;1;1,4;0,23;1,17;0,01;203
0;0;0;0;0;0;0
0,5;1;1,44;0,27;1,17;0,01;201
0;0;0;0;0;0;0
0,5;1;1,43;0,29;1,14;0,01;199
0;0;0;0;0;0;0
0,5;1;1,84;0,3;1,54;0,01;197
0;0;0;0;0;0;0
0,5;1;1,91;0,32;1,59;0,01;195
0;0;0;0;0;0;0
0,5;1;2,11;0,31;1,8;0,01;193
0;0;0;0;0;0;0
0,5;1;2,1;0,31;1,79;0,01;191
0;0;0;0;0;0;0
0,5;1;2,08;0,3;1,78;0,01;189
0;0;0;0;0;0;0
0,5;1;2,11;0,3;1,81;0,01;187
0;0;0;0;0;0;0
0,5;1;2,19;0,32;1,87;0,01;185
0;0;0;0;0;0;0
0,5;1;2,29;0,32;1,97;0,01;183
0;0;0;0;0;0;0
0,5;1;2,49;0,32;2,17;0,01;181
0;0;0;0;0;0;0
0,5;1;2,61;0,34;2,27;0,01;179
0;0;0;0;0;0;0
0,5;1;2,82;0,35;2,47;0,01;177
0;0;0;0;0;0;0
0,5;1;2,93;0,37;2,56;0,01;175
0;0;0;0;0;0;0
0,5;1;3,02;0,36;2,66;0;173
0;0;0;0;0;0;0
0,5;1;3,22;0,36;2,86;0;171
0;0;0;0;0;0;0
0,5;1;3,45;0,36;3,09;0;169
0;0;0;0;0;0;0
0,5;1;3,75;0,36;3,39;0;167
0;0;0;0;0;0;0
0,5;1;4,29;0,38;3,91;0;165
0;0;0;0;0;0;0
0,5;1;4,57;0,42;4,15;0;163
0;0;0;0;0;0;0
0,5;1;5,06;0,44;4,62;0;161
0;0;0;0;0;0;0
0,5;1;5,77;0,48;5,29;0;159
0;0;0;0;0;0;0
0,5;1;6,75;0,55;6,2;0;157
0;0;0;0;0;0;0
0,5;1;8,03;0,6;7,43;0;155
0;0;0;0;0;0;0
0,5;1;9,59;0,73;8,86;0;153
0;0;0;0;0;0;0
0,5;1;10,61;2,37;8,24;0;151
0;0;0;0;0;0;0
0,5;1;11,22;2,85;8,37;0;149
0;0;0;0;0;0;0
0,5;1;11,94;3,26;8,68;0;147
0;0;0;0;0;0;0
0,5;1;12,94;3,69;9,25;0;145
0;0;0;0;0;0;0
0,5;1;13,85;4,16;9,69;0;143
0;0;0;0;0;0;0
0,5;1;14,66;4,8;9,86;0;141
0;0;0;0;0;0;0
0,5;1;15,11;5,62;9,49;0;139
0;0;0;0;0;0;0
0,5;1;15,49;6,57;8,92;0;137
0;0;0;0;0;0;0
0,5;1;15,75;7,22;8,53;0;135
0;0;0;0;0;0;0
0,5;1;15,9;7,83;8,07;0;133
0;0;0;0;0;0;0
0,5;1;16,14;8,34;7,8;0;131
0;0;0;0;0;0;0
0,5;1;16,32;8,81;7,51;0;129
0;0;0;0;0;0;0
0,5;1;16,44;9,14;7,3;0;127
0;0;0;0;0;0;0
0,5;1;16,79;9,27;7,52;0;125
0;0;0;0;0;0;0
0,5;1;17,03;9,39;7,64;0;123
0;0;0;0;0;0;0
0,5;1;17,43;9,49;7,94;0;121
0;0;0;0;0;0;0
0,5;1;17,97;9,55;8,42;0;119
0;0;0;0;0;0;0
0,5;1;18,65;9,68;8,97;0;117
0;0;0;0;0;0;0
0,5;1;19,53;9,96;9,57;0;115
0;0;0;0;0;0;0
0,5;1;20,43;10,27;10,16;0;113
0;0;0;0;0;0;0
0,5;1;21,26;10,63;10,63;0;111
0;0;0;0;0;0;0
0,5;1;22,05;10,95;11,1;0;109
0;0;0;0;0;0;0
0,5;1;23,07;11,45;11,62;0;107
0;0;0;0;0;0;0
0,5;1;23,95;12,25;11,7;0;105
0;0;0;0;0;0;0
0,5;1;24,67;13,11;11,56;0;103
0;0;0;0;0;0;0
0,5;1;25,25;15,74;9,51;0;101
0;0;0;0;0;0;0
0,5;1;25,49;16,71;8,78;0;99
0;0;0;0;0;0;0
0,5;1;25,78;17,15;8,63;0;97
0;0;0;0;0;0;0
0,5;1;26,11;17,6;8,51;0;95
0;0;0;0;0;0;0
0,5;1;26,72;18,17;8,55;0;93
0;0;0;0;0;0;0
0,5;1;27,23;18,8;8,43;0;91
0;0;0;0;0;0;0
0,5;1;27,49;19,23;8,26;0;89
0;0;0;0;0;0;0
0,5;1;27,82;19,93;7,89;0;87
0;0;0;0;0;0;0
0,5;1;27,96;20,52;7,44;0;85
0;0;0;0;0;0;0
0,5;1;28,04;20,95;7,09;0;83
0;0;0;0;0;0;0
0,5;1;28,12;21,33;6,79;0;81
0;0;0;0;0;0;0
0,5;1;28,23;21,59;6,64;0;79
0;0;0;0;0;0;0
0,5;1;28,28;21,87;6,41;0;77
0;0;0;0;0;0;0
0,5;1;28,45;22;6,45;0;75
0;0;0;0;0;0;0
0,5;1;28,64;22,03;6,61;0;73
0;0;0;0;0;0;0
0,5;1;28,93;21,97;6,96;0;71
0;0;0;0;0;0;0
0,5;1;29,27;21,97;7,3;0;69
0;0;0;0;0;0;0
0,5;1;29,82;22,01;7,81;0;67
0;0;0;0;0;0;0
0,5;1;30,44;22,08;8,36;0;65
0;0;0;0;0;0;0
0,5;1;31,11;22,24;8,87;0;63
0;0;0;0;0;0;0
0,5;1;31,91;22,49;9,42;0;61
0;0;0;0;0;0;0
0,5;1;32,72;22,74;9,98;0;59
0;0;0;0;0;0;0
0,5;1;33,54;23,16;10,38;0;57
0;0;0;0;0;0;0
0,5;1;34,38;23,76;10,62;0;55
0;0;0;0;0;0;0
0,5;1;35,16;24,48;10,68;0;53
0;0;0;0;0;0;0
0,5;1;35,89;25,24;10,65;0;51
0;0;0;0;0;0;0
0,5;1;36,09;27,85;8,24;0;49
0;0;0;0;0;0;0
0,5;1;36,24;28,36;7,88;0;47
0;0;0;0;0;0;0
0,5;1;36,49;28,68;7,81;0;45
0;0;0;0;0;0;0
0,5;1;36,86;28,96;7,9;0;43
0;0;0;0;0;0;0
0,5;1;37,43;29,35;8,08;0;41
0;0;0;0;0;0;0
0,5;1;37,83;29,77;8,06;0;39
0;0;0;0;0;0;0
0,5;1;38,05;30,29;7,76;0;37
0;0;0;0;0;0;0
0,5;1;38,26;30,83;7,43;0;35
0;0;0;0;0;0;0
0,5;1;38,39;31,31;7,08;0;33
0;0;0;0;0;0;0
0,5;1;38,44;31,67;6,77;0;31
0;0;0;0;0;0;0
0,5;1;38,53;31,98;6,55;0;29
0;0;0;0;0;0;0
0,5;1;38,62;32,27;6,34999999999999;0;27
0;0;0;0;0;0;0
0,5;1;38,67;32,42;6,25;0;25
0;0;0;0;0;0;0
0,5;1;38,85;32,47;6,38;0;23
0;0;0;0;0;0;0
0,5;1;38,92;32,48;6,44;0;21
0;0;0;0;0;0;0
0,5;1;39,17;32,49;6,68;0;19
0;0;0;0;0;0;0
0,5;1;39,5;32,54;6,96;0;17
0;0;0;0;0;0;0
0,5;1;39,99;32,67;7,32;0;15
0;0;0;0;0;0;0
0,5;1;40,58;32,76;7,82;0;13
0;0;0;0;0;0;0
0,5;1;41,09;32,89;8,2;0;11
0;0;0;0;0;0;0
0,5;1;41,62;33,1;8,52;0;9
0;0;0;0;0;0;0
0,5;1;42,2;33,4;8,8;0;7
0;0;0;0;0;0;0
0,5;1;42,85;33,88;8,97;0;5
0;0;0;0;0;0;0
0,5;1;43,52;34,41;9,11000000000001;0;3
0;0;0;0;0;0;0
0,5;1;44,12;34,97;9,15;0;1
0;0;0;0;0;0;0
0,6;1;0,5;0;0,5;0,33;299
0;0;0;0;0;0;0
0,6;1;0,25;0;0,25;0,16;297
0;0;0;0;0;0;0
0,6;1;0,17;0;0,17;0,11;295
0;0;0;0;0;0;0
0,6;1;1;0;1;0,08;293
0;0;0;0;0;0;0
0,6;1;0,9;0;0,9;0,06;291
0;0;0;0;0;0;0
0,6;1;0,75;0;0,75;0,05;289
0;0;0;0;0;0;0
0,6;1;0,64;0,07;0,57;0,05;287
0;0;0;0;0;0;0
0,6;1;0,56;0,06;0,5;0,04;285
0;0;0;0;0;0;0
0,6;1;0,56;0,06;0,5;0,04;283
0;0;0;0;0;0;0
0,6;1;0,6;0,1;0,5;0,03;281
0;0;0;0;0;0;0
0,6;1;0,59;0,09;0,5;0,03;279
0;0;0;0;0;0;0
0,6;1;0,54;0,08;0,46;0,03;277
0;0;0;0;0;0;0
0,6;1;0,5;0,08;0,42;0,02;275
0;0;0;0;0;0;0
0,6;1;0,46;0,07;0,39;0,02;273
0;0;0;0;0;0;0
0,6;1;0,47;0,07;0,4;0,02;271
0;0;0;0;0;0;0
0,6;1;0,5;0,06;0,44;0,02;269
0;0;0;0;0;0;0
0,6;1;0,59;0,06;0,53;0,02;267
0;0;0;0;0;0;0
0,6;1;0,61;0,06;0,55;0,02;265
0;0;0;0;0;0;0
0,6;1;0,61;0,05;0,56;0,02;263
0;0;0;0;0;0;0
0,6;1;0,58;0,05;0,53;0,02;261
0;0;0;0;0;0;0
0,6;1;0,57;0,05;0,52;0,02;259
0;0;0;0;0;0;0
0,6;1;0,57;0,05;0,52;0,01;257
0;0;0;0;0;0;0
0,6;1;0,61;0,04;0,57;0,01;255
0;0;0;0;0;0;0
0,6;1;0,65;0,15;0,5;0,01;253
0;0;0;0;0;0;0
0,6;1;0,66;0,16;0,5;0,01;251
0;0;0;0;0;0;0
0,6;1;0,65;0,15;0,5;0,01;249
0;0;0;0;0;0;0
0,6;1;0,98;0,17;0,81;0,01;247
0;0;0;0;0;0;0
0,6;1;1;0,16;0,84;0,01;245
0;0;0;0;0;0;0
0,6;1;1,03;0,16;0,87;0,01;243
0;0;0;0;0;0;0
0,6;1;1,07;0,17;0,9;0,01;241
0;0;0;0;0;0;0
0,6;1;1,06;0,16;0,9;0,01;239
0;0;0;0;0;0;0
0,6;1;1,05;0,16;0,89;0,01;237
0;0;0;0;0;0;0
0,6;1;1,06;0,17;0,89;0,01;235
0;0;0;0;0;0;0
0,6;1;1,21;0,16;1,05;0,01;233
0;0;0;0;0;0;0
0,6;1;1,24;0,19;1,05;0,01;231
0;0;0;0;0;0;0
0,6;1;1,21;0,18;1,03;0,01;229
0;0;0;0;0;0;0
0,6;1;1,26;0,18;1,08;0,01;227
0;0;0;0;0;0;0
0,6;1;1,22;0,17;1,05;0,01;225
0;0;0;0;0;0;0
0,6;1;1,19;0,17;1,02;0,01;223
0;0;0;0;0;0;0
0,6;1;1,16;0,16;1;0,01;221
0;0;0;0;0;0;0
0,6;1;1,17;0,16;1,01;0,01;219
0;0;0;0;0;0;0
0,6;1;1,29;0,17;1,12;0,01;217
0;0;0;0;0;0;0
0,6;1;1,42;0,17;1,25;0,01;215
0;0;0;0;0;0;0
0,6;1;1,43;0,18;1,25;0,01;213
0;0;0;0;0;0;0
0,6;1;1,43;0,21;1,22;0,01;211
0;0;0;0;0;0;0
0,6;1;1,41;0,23;1,18;0,01;209
0;0;0;0;0;0;0
0,6;1;1,41;0,23;1,18;0,01;207
0;0;0;0;0;0;0
0,6;1;1,42;0,23;1,19;0,01;205
0;0;0;0;0;0;0
0,6;1;1,41;0,32;1,09;0,01;203
0;0;0;0;0;0;0
0,6;1;1,44;0,34;1,1;0,01;201
0;0;0;0;0;0;0
0,6;1;1,45;0,36;1,09;0,01;199
0;0;0;0;0;0;0
0,6;1;1,88;0,37;1,51;0,01;197
0;0;0;0;0;0;0
0,6;1;2;0,38;1,62;0,01;195
0;0;0;0;0;0;0
0,6;1;2,17;0,37;1,8;0,01;193
0;0;0;0;0;0;0
0,6;1;2,16;0,36;1,8;0,01;191
0;0;0;0;0;0;0
0,6;1;2,19;0,37;1,82;0,01;189
0;0;0;0;0;0;0
0,6;1;2,19;0,36;1,83;0,01;187
0;0;0;0;0;0;0
0,6;1;2,29;0,37;1,92;0,01;185
0;0;0;0;0;0;0
0,6;1;2,44;0,36;2,08;0,01;183
0;0;0;0;0;0;0
0,6;1;2,58;0,38;2,2;0,01;181
0;0;0;0;0;0;0
0,6;1;2,7;0,4;2,3;0,01;179
0;0;0;0;0;0;0
0,6;1;2,94;0,4;2,54;0,01;177
0;0;0;0;0;0;0
0,6;1;3,08;0,39;2,69;0,01;175
0;0;0;0;0;0;0
0,6;1;3,26;0,38;2,88;0,01;173
0;0;0;0;0;0;0
0,6;1;3,42;0,4;3,02;0;171
0;0;0;0;0;0;0
0,6;1;3,72;0,39;3,33;0;169
0;0;0;0;0;0;0
0,6;1;4,06;0,43;3,63;0;167
0;0;0;0;0;0;0
0,6;1;4,71;0,45;4,26;0;165
0;0;0;0;0;0;0
0,6;1;4,92;0,49;4,43;0;163
0;0;0;0;0;0;0
0,6;1;5,36;0,5;4,86;0;161
0;0;0;0;0;0;0
0,6;1;5,96;0,55;5,41;0;159
0;0;0;0;0;0;0
0,6;1;7;0,62;6,38;0;157
0;0;0;0;0;0;0
0,6;1;8,42;0,7;7,72;0;155
0;0;0;0;0;0;0
0,6;1;9,96;0,82;9,14;0;153
0;0;0;0;0;0;0
0,6;1;10,95;2,53;8,42;0;151
0;0;0;0;0;0;0
0,6;1;11,51;3;8,51;0;149
0;0;0;0;0;0;0
0,6;1;12,21;3,47;8,74;0;147
0;0;0;0;0;0;0
0,6;1;13,24;3,87;9,37;0;145
0;0;0;0;0;0;0
0,6;1;14,35;4,43;9,92;0;143
0;0;0;0;0;0;0
0,6;1;15,03;5,07;9,96;0;141
0;0;0;0;0;0;0
0,6;1;15,52;5,81;9,71;0;139
0;0;0;0;0;0;0
0,6;1;15,96;6,7;9,26;0;137
0;0;0;0;0;0;0
0,6;1;16,19;7,42;8,77;0;135
0;0;0;0;0;0;0
0,6;1;16,44;8,19;8,25;0;133
0;0;0;0;0;0;0
0,6;1;16,64;8,67;7,97;0;131
0;0;0;0;0;0;0
0,6;1;16,84;9,19;7,65;0;129
0;0;0;0;0;0;0
0,6;1;17,06;9,48;7,58;0;127
0;0;0;0;0;0;0
0,6;1;17,36;9,72;7,64;0;125
0;0;0;0;0;0;0
0,6;1;17,71;9,83;7,88;0;123
0;0;0;0;0;0;0
0,6;1;18,03;9,96;8,07;0;121
0;0;0;0;0;0;0
0,6;1;18,73;10,05;8,68;0;119
0;0;0;0;0;0;0
0,6;1;19,4;10,25;9,15;0;117
0;0;0;0;0;0;0
0,6;1;20,15;10,58;9,57;0;115
0;0;0;0;0;0;0
0,6;1;21;10,81;10,19;0;113
0;0;0;0;0;0;0
0,6;1;21,79;11,16;10,63;0;111
0;0;0;0;0;0;0
0,6;1;22,69;11,52;11,17;0;109
0;0;0;0;0;0;0
0,6;1;23,71;12,08;11,63;0;107
0;0;0;0;0;0;0
0,6;1;24,72;12,96;11,76;0;105
0;0;0;0;0;0;0
0,6;1;25,38;13,72;11,66;0;103
0;0;0;0;0;0;0
0,6;1;25,91;16,2;9,71;0;101
0;0;0;0;0;0;0
0,6;1;26,08;17,26;8,82;0;99
0;0;0;0;0;0;0
0,6;1;26,28;17,68;8,6;0;97
0;0;0;0;0;0;0
0,6;1;26,68;18,25;8,43;0;95
0;0;0;0;0;0;0
0,6;1;27,25;18,75;8,5;0;93
0;0;0;0;0;0;0
0,6;1;27,84;19,21;8,63;0;91
0;0;0;0;0;0;0
0,6;1;28,22;19,59;8,63;0;89
0;0;0;0;0;0;0
0,6;1;28,63;20,24;8,39;0;87
0;0;0;0;0;0;0
0,6;1;28,81;20,85;7,96;0;85
0;0;0;0;0;0;0
0,6;1;28,94;21,34;7,6;0;83
0;0;0;0;0;0;0
0,6;1;29,09;21,66;7,43;0;81
0;0;0;0;0;0;0
0,6;1;29,25;22,04;7,21;0;79
0;0;0;0;0;0;0
0,6;1;29,44;22,22;7,22;0;77
0;0;0;0;0;0;0
0,6;1;29,65;22,42;7,23;0;75
0;0;0;0;0;0;0
0,6;1;29,75;22,46;7,29;0;73
0;0;0;0;0;0;0
0,6;1;30,02;22,47;7,55;0;71
0;0;0;0;0;0;0
0,6;1;30,44;22,52;7,92;0;69
0;0;0;0;0;0;0
0,6;1;31,07;22,64;8,43;0;67
0;0;0;0;0;0;0
0,6;1;31,79;22,83;8,96;0;65
0;0;0;0;0;0;0
0,6;1;32,63;23,03;9,6;0;63
0;0;0;0;0;0;0
0,6;1;33,32;23,32;10;0;61
0;0;0;0;0;0;0
0,6;1;33,96;23,65;10,31;0;59
0;0;0;0;0;0;0
0,6;1;34,8;24,14;10,66;0;57
0;0;0;0;0;0;0
0,6;1;35,66;24,72;10,94;0;55
0;0;0;0;0;0;0
0,6;1;36,52;25,41;11,11;0;53
0;0;0;0;0;0;0
0,6;1;37,18;26,3;10,88;0;51
0;0;0;0;0;0;0
0,6;1;37,36;29,04;8,32;0;49
0;0;0;0;0;0;0
0,6;1;37,46;29,45;8,01;0;47
0;0;0;0;0;0;0
0,6;1;37,67;29,79;7,88;0;45
0;0;0;0;0;0;0
0,6;1;38,04;30,2;7,84;0;43
0;0;0;0;0;0;0
0,6;1;38,48;30,5;7,98;0;41
0;0;0;0;0;0;0
0,6;1;38,88;30,93;7,95;0;39
0;0;0;0;0;0;0
0,6;1;39,1;31,38;7,72;0;37
0;0;0;0;0;0;0
0,6;1;39,26;31,97;7,29;0;35
0;0;0;0;0;0;0
0,6;1;39,35;32,38;6,97;0;33
0;0;0;0;0;0;0
0,6;1;39,46;32,81;6,65;0;31
0;0;0;0;0;0;0
0,6;1;39,53;33,09;6,44;0;29
0;0;0;0;0;0;0
0,6;1;39,56;33,37;6,19;0;27
0;0;0;0;0;0;0
0,6;1;39,58;33,48;6,1;0;25
0;0;0;0;0;0;0
0,6;1;39,74;33,53;6,21;0;23
0;0;0;0;0;0;0
0,6;1;39,91;33,53;6,38;0;21
0;0;0;0;0;0;0
0,6;1;40,16;33,52;6,63999999999999;0;19
0;0;0;0;0;0;0
0,6;1;40,49;33,56;6,93;0;17
0;0;0;0;0;0;0
0,6;1;40,93;33,63;7,3;0;15
0;0;0;0;0;0;0
0,6;1;41,47;33,81;7,66;0;13
0;0;0;0;0;0;0
0,6;1;42,09;33,96;8,13;0;11
0;0;0;0;0;0;0
0,6;1;42,53;34,16;8,37;0;9
0;0;0;0;0;0;0
0,6;1;43,18;34,41;8,77;0;7
0;0;0;0;0;0;0
0,6;1;43,8;34,78;9,02;0;5
0;0;0;0;0;0;0
0,6;1;44,46;35,28;9,18;0;3
0;0;0;0;0;0;0
0,6;1;45,02;35,88;9,14;0;1
0;0;0;0;0;0;0
0,7;1;0,5;0;0,5;0,33;299
0;0;0;0;0;0;0
0,7;1;0,25;0;0,25;0,16;297
0;0;0;0;0;0;0
0,7;1;0,17;0;0,17;0,11;295
0;0;0;0;0;0;0
0,7;1;1;0;1;0,08;293
0;0;0;0;0;0;0
0,7;1;0,9;0;0,9;0,06;291
0;0;0;0;0;0;0
0,7;1;0,75;0;0,75;0,05;289
0;0;0;0;0;0;0
0,7;1;0,64;0,07;0,57;0,05;287
0;0;0;0;0;0;0
0,7;1;0,56;0,06;0,5;0,04;285
0;0;0;0;0;0;0
0,7;1;0,56;0,06;0,5;0,04;283
0;0;0;0;0;0;0
0,7;1;0,55;0,1;0,45;0,03;281
0;0;0;0;0;0;0
0,7;1;0,59;0,09;0,5;0,03;279
0;0;0;0;0;0;0
0,7;1;0,54;0,08;0,46;0,03;277
0;0;0;0;0;0;0
0,7;1;0,5;0,08;0,42;0,02;275
0;0;0;0;0;0;0
0,7;1;0,5;0,07;0,43;0,02;273
0;0;0;0;0;0;0
0,7;1;0,5;0,07;0,43;0,02;271
